loan_id,loan_date,loan_amount,loan_duration,payments,loan_success,account_frequency,account_creation,no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district unemploymant_growth,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,account_district crime_growth,account_district total_crime,birth_number,gender,code ,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district unemploymant_growth,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 ,client_district crime_growth,client_district total_crime,card_issued,card_type,no. movements,min no. trans,max no. trans,avg no. trans,min balance,max balance,avg balance
5125,23-11-1995,73056,48,1522,1,monthly issuance,06-02-1995,119895,17,4,3,2,4,89.9,10446,7.34,9.4,2.0600000000000005,90,4947.0,4743,-204.0,9690.0,18-12-1970,male,39,119895,17,4,3,2,4,89.9,10446,7.34,9.4,2.0600000000000005,90,4947.0,4743,-204.0,9690.0,0,None,51.0,14.6,8538.0,2445.3274509803923,500.0,33555.4,23255.14901960784
5805,28-11-1995,137904,24,5746,-1,monthly issuance,22-07-1995,75637,35,36,9,0,7,36.5,9622,0.45,0.59,0.13999999999999996,154,3475.0,3529,54.0,7004.0,06-05-1968,male,11,75637,35,36,9,0,7,36.5,9622,0.45,0.59,0.13999999999999996,154,3475.0,3529,54.0,7004.0,0,None,12.0,29.4,11878.0,6363.316666666667,600.0,43259.7,26886.191666666666
6185,28-11-1995,31176,24,1299,1,monthly issuance,08-06-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,29-01-1968,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,23.0,14.6,29418.0,9027.317391304348,700.0,65769.6,46304.15217391304
7243,04-12-1995,217152,36,6032,1,monthly issuance,29-01-1995,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,07-07-1974,male,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,22-11-1995,classic,57.0,4.4,54286.0,12666.78245614035,400.0,109774.3,49107.066666666666
6403,05-12-1995,194880,48,4060,1,monthly issuance,01-06-1994,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,06-12-1979,male,74,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,0,None,113.0,14.6,36536.0,8187.945132743363,300.0,71138.8,36421.425663716815
6578,11-12-1995,27984,12,2332,1,weekly issuance,10-07-1994,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,16-02-1949,male,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,0,None,76.0,30.0,47513.0,7289.5842105263155,500.0,82352.4,30639.863157894735
5413,12-12-1995,92976,24,3874,1,weekly issuance,22-05-1994,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,07-10-1970,female,31,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,0,None,109.0,30.0,48996.0,12039.466972477065,300.0,122342.1,50436.46605504587
6949,12-12-1995,104712,24,4363,1,weekly issuance,22-05-1994,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,07-10-1970,female,31,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,0,None,108.0,30.0,48996.0,12019.660185185185,300.0,119752.3,52379.128703703704
6545,12-12-1995,191880,60,3198,1,monthly issuance,15-03-1995,103347,87,16,7,1,7,67.0,9104,1.51,2.07,0.5599999999999998,123,2299.0,2354,55.0,4653.0,08-03-1949,male,21,103347,87,16,7,1,7,67.0,9104,1.51,2.07,0.5599999999999998,123,2299.0,2354,55.0,4653.0,0,None,87.0,14.6,59200.0,12113.755172413794,400.0,128539.4,53685.786206896555
6178,16-12-1995,232560,48,4845,1,issuance after transaction,05-07-1995,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,29-01-1970,female,74,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,0,None,27.0,100.0,39741.0,13066.725925925926,600.0,102665.9,63188.63333333333
5160,18-12-1995,204000,60,3400,1,monthly issuance,17-12-1994,77917,85,19,6,1,5,53.5,8390,2.28,2.89,0.6100000000000003,132,2080.0,2122,42.0,4202.0,06-05-1944,male,45,77917,85,19,6,1,5,53.5,8390,2.28,2.89,0.6100000000000003,132,2080.0,2122,42.0,4202.0,0,None,65.0,14.6,30604.0,7701.987692307693,400.0,68172.8,37809.39846153846
6785,25-12-1995,125340,60,2089,1,weekly issuance,05-09-1994,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,15-06-1944,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,127.0,30.0,49974.0,9686.672440944882,500.0,110933.4,51145.515748031496
6540,31-12-1995,309600,48,6450,1,weekly issuance,17-01-1995,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,26-06-1975,male,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,0,None,56.0,30.0,58052.0,16045.607142857143,400.0,112363.1,58185.58928571429
6589,01-01-1996,189696,24,7904,1,weekly issuance,09-04-1995,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,24-09-1945,male,19,51428,50,11,3,1,4,52.7,8402,3.13,3.98,0.8500000000000001,120,999.0,1099,100.0,2098.0,0,None,89.0,30.0,57600.0,11582.991011235956,700.0,125386.9,54137.105617977526
5900,01-01-1996,135360,48,2820,1,monthly issuance,03-01-1995,102609,75,33,2,3,6,52.0,8187,4.83,5.45,0.6200000000000001,94,2123.0,2134,11.0,4257.0,24-09-1975,male,50,102609,75,33,2,3,6,52.0,8187,4.83,5.45,0.6200000000000001,94,2123.0,2134,11.0,4257.0,24-10-1995,junior,77.0,14.6,48633.0,14958.594805194805,200.0,146479.5,64881.31428571429
5999,03-01-1996,98832,48,2059,1,monthly issuance,06-02-1994,95907,87,25,5,2,7,59.1,8388,2.41,2.94,0.5299999999999998,87,1658.0,1668,10.0,3326.0,10-09-1970,female,42,95907,87,25,5,2,7,59.1,8388,2.41,2.94,0.5299999999999998,87,1658.0,1668,10.0,3326.0,0,None,177.0,14.6,23282.0,4382.094350282486,500.0,63095.4,31814.268361581922
6043,11-01-1996,20352,48,424,1,monthly issuance,03-04-1995,109164,98,16,6,1,4,63.6,8757,3.38,3.95,0.5700000000000003,96,2212.0,2471,259.0,4683.0,05-03-1948,female,58,109164,98,16,6,1,4,63.6,8757,3.38,3.95,0.5700000000000003,96,2212.0,2471,259.0,4683.0,0,None,48.0,14.6,12549.0,3609.741666666667,400.0,44427.9,31814.414583333335
5482,12-01-1996,165120,60,2752,1,monthly issuance,21-05-1994,121947,37,28,7,3,11,70.5,8541,2.51,2.97,0.4600000000000004,131,3496.0,3839,343.0,7335.0,18-03-1950,female,51,121947,37,28,7,3,11,70.5,8541,2.51,2.97,0.4600000000000004,131,3496.0,3839,343.0,7335.0,0,None,116.0,14.6,11210.0,3217.270689655172,1100.0,37946.3,24377.371551724136
7263,19-01-1996,89880,24,3745,1,weekly issuance,18-08-1995,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,16-05-1963,male,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,0,None,29.0,26.2,47100.0,13517.224137931034,800.0,116004.2,62571.28275862069
6013,03-02-1996,128988,36,3583,-1,weekly issuance,01-08-1994,70646,94,14,3,1,4,58.4,8547,2.65,3.64,0.9900000000000002,120,1563.0,1542,-21.0,3105.0,15-08-1939,male,20,70646,94,14,3,1,4,58.4,8547,2.65,3.64,0.9900000000000002,120,1563.0,1542,-21.0,3105.0,0,None,82.0,0.1,42530.0,7562.665853658536,-36.1,78192.9,34740.70243902439
5750,08-02-1996,63252,12,5271,1,monthly issuance,07-04-1994,94725,38,28,1,3,6,63.4,9920,2.26,2.87,0.6100000000000003,130,4289.0,4846,557.0,9135.0,24-06-1949,female,7,94725,38,28,1,3,6,63.4,9920,2.26,2.87,0.6100000000000003,130,4289.0,4846,557.0,9135.0,0,None,164.0,14.6,47436.0,9457.76036585366,13097.7,86343.2,49291.82256097561
6027,10-02-1996,61656,24,2569,-1,weekly issuance,27-08-1995,53921,61,22,1,1,2,41.3,8598,2.77,3.26,0.48999999999999977,123,1597.0,1875,278.0,3472.0,25-12-1953,female,13,53921,61,22,1,1,2,41.3,8598,2.77,3.26,0.48999999999999977,123,1597.0,1875,278.0,3472.0,0,None,12.0,36.9,47337.0,16007.958333333334,400.0,89256.9,44763.458333333336
6303,12-02-1996,72408,24,3017,-1,issuance after transaction,09-10-1995,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,13-06-1958,female,31,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,0,None,13.0,96.5,49634.0,13997.223076923077,700.0,83619.5,45099.26153846154
7213,13-02-1996,113544,36,3154,1,monthly issuance,20-02-1995,114200,101,41,4,1,4,43.7,8403,5.74,5.72,-0.020000000000000462,105,2157.0,2718,561.0,4875.0,18-09-1942,male,65,114200,101,41,4,1,4,43.7,8403,5.74,5.72,-0.020000000000000462,105,2157.0,2718,561.0,4875.0,0,None,71.0,14.6,28386.0,6453.48309859155,700.0,68048.1,33990.41971830986
6659,20-02-1996,56100,60,935,1,monthly issuance,11-01-1995,387570,0,0,0,1,1,100.0,9897,1.6,1.96,0.3599999999999999,140,18721.0,18696,-25.0,37417.0,07-07-1958,male,54,387570,0,0,0,1,1,100.0,9897,1.6,1.96,0.3599999999999999,140,18721.0,18696,-25.0,37417.0,0,None,68.0,14.6,13986.0,3856.6014705882353,1000.0,45346.1,20158.001470588235
6175,21-02-1996,290700,60,4845,-1,monthly issuance,25-01-1995,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,27-02-1959,female,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,0,None,100.0,5.1,56400.0,14274.571,-2825.2,129626.3,59647.424
5610,24-02-1996,123216,48,2567,1,monthly issuance,12-08-1994,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,12-08-1977,female,38,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,0,None,128.0,14.6,59200.0,12136.38203125,700.0,138433.7,70622.83359375
5563,29-02-1996,380160,60,6336,1,monthly issuance,30-07-1994,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,15-12-1949,male,74,323870,0,0,0,1,1,100.0,10673,4.75,5.44,0.6900000000000004,100,18782.0,18347,-435.0,37129.0,0,None,109.0,14.6,62500.0,15887.993577981651,1100.0,147375.1,64777.0752293578
5989,04-03-1996,213300,36,5925,1,monthly issuance,13-04-1995,162580,83,26,5,1,6,72.8,9538,1.51,1.81,0.30000000000000004,111,6079.0,5410,-669.0,11489.0,22-04-1964,male,47,162580,83,26,5,1,6,72.8,9538,1.51,1.81,0.30000000000000004,111,6079.0,5410,-669.0,11489.0,0,None,59.0,14.6,13600.0,3730.2016949152544,400.0,42443.7,27951.913559322034
6698,10-03-1996,247728,48,5161,1,weekly issuance,08-08-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,19-06-1979,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,50.0,30.0,57900.0,12112.076,200.0,108390.1,60054.734
5312,13-03-1996,202788,36,5633,1,weekly issuance,20-02-1995,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,20-07-1953,female,31,51313,34,12,3,1,4,59.2,8930,3.52,4.2,0.6800000000000002,108,1328.0,1452,124.0,2780.0,0,None,79.0,30.0,72298.0,16141.211392405063,1100.0,139880.9,57124.26835443038
7189,21-03-1996,154656,48,3222,1,monthly issuance,23-12-1994,161227,5,35,11,4,10,69.7,8678,5.93,5.57,-0.35999999999999943,102,4980.0,4595,-385.0,9575.0,28-11-1956,male,71,161227,5,35,11,4,10,69.7,8678,5.93,5.57,-0.35999999999999943,102,4980.0,4595,-385.0,9575.0,0,None,89.0,14.6,28994.0,6653.8955056179775,1000.0,61782.0,31791.32808988764
6816,26-03-1996,100224,48,2088,-1,monthly issuance,22-11-1995,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,01-02-1957,female,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,0,None,18.0,26.5,18792.0,4932.616666666667,700.0,46487.1,28124.933333333334
6137,10-04-1996,44628,12,3719,1,weekly issuance,14-07-1994,53921,61,22,1,1,2,41.3,8598,2.77,3.26,0.48999999999999977,123,1597.0,1875,278.0,3472.0,26-11-1943,male,13,53921,61,22,1,1,2,41.3,8598,2.77,3.26,0.48999999999999977,123,1597.0,1875,278.0,3472.0,0,None,146.0,30.0,71565.0,14238.080821917809,900.0,112689.5,49477.32123287671
5128,11-04-1996,215616,48,4492,-1,monthly issuance,13-06-1995,42821,4,13,5,1,3,48.4,8173,7.01,7.01,0.0,124,1358.0,1358,0.0,2716.0,17-02-1957,male,69,42821,4,13,5,1,3,48.4,8173,7.01,7.01,0.0,124,1358.0,1358,0.0,2716.0,0,None,61.0,6.8,23130.0,5273.670491803278,-3424.6,50124.8,21447.624590163934
5470,15-04-1996,200976,48,4187,1,monthly issuance,09-09-1995,114200,101,41,4,1,4,43.7,8403,5.74,5.72,-0.020000000000000462,105,2157.0,2718,561.0,4875.0,20-02-1955,male,65,114200,101,41,4,1,4,43.7,8403,5.74,5.72,-0.020000000000000462,105,2157.0,2718,561.0,4875.0,0,None,35.0,14.6,37686.0,11032.888571428572,600.0,83553.5,47938.065714285716
5593,18-04-1996,277884,36,7719,-1,monthly issuance,26-05-1994,105606,77,26,7,2,7,53.0,8254,2.79,3.76,0.9699999999999998,97,2166.0,2325,159.0,4491.0,17-09-1980,female,44,105606,77,26,7,2,7,53.0,8254,2.79,3.76,0.9699999999999998,97,2166.0,2325,159.0,4491.0,0,None,117.0,14.6,53200.0,10720.307692307691,1000.0,129394.2,46487.002564102564
5350,21-04-1996,249312,48,5194,1,weekly issuance,13-02-1995,170449,0,0,0,1,1,100.0,10787,2.64,3.09,0.44999999999999973,131,6041.0,6261,220.0,12302.0,21-05-1955,male,26,170449,0,0,0,1,1,100.0,10787,2.64,3.09,0.44999999999999973,131,6041.0,6261,220.0,12302.0,0,None,60.0,30.0,47112.0,9995.911666666667,900.0,88597.4,35914.854999999996
6063,25-04-1996,320976,48,6687,-1,monthly issuance,18-08-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,09-08-1936,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,50.0,14.6,70071.0,15093.958,1000.0,130775.0,49482.968
6501,29-04-1996,30276,12,2523,-1,monthly issuance,07-04-1995,103347,87,16,7,1,7,67.0,9104,1.51,2.07,0.5599999999999998,123,2299.0,2354,55.0,4653.0,23-04-1939,female,21,103347,87,16,7,1,7,67.0,9104,1.51,2.07,0.5599999999999998,123,2299.0,2354,55.0,4653.0,0,None,92.0,14.6,22708.0,5028.045652173913,1000.0,58621.4,31318.872826086958
5452,29-04-1996,49440,60,824,1,monthly issuance,21-01-1995,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,06-10-1966,female,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,0,None,110.0,4.0,30378.0,5547.67,300.0,74419.8,47798.865454545456
4961,29-04-1996,30276,12,2523,-1,monthly issuance,07-04-1995,103347,87,16,7,1,7,67.0,9104,1.51,2.07,0.5599999999999998,123,2299.0,2354,55.0,4653.0,23-04-1939,female,21,103347,87,16,7,1,7,67.0,9104,1.51,2.07,0.5599999999999998,123,2299.0,2354,55.0,4653.0,0,None,80.0,14.6,22708.0,5856.3,715.0,58157.5,25197.0925
4973,02-05-1996,165960,24,6915,1,monthly issuance,19-10-1994,93931,74,21,10,1,8,56.9,8427,1.12,1.54,0.41999999999999993,107,1874.0,1913,39.0,3787.0,13-06-1944,female,16,93931,74,21,10,1,8,56.9,8427,1.12,1.54,0.41999999999999993,107,1874.0,1913,39.0,3787.0,0,None,125.0,14.6,62235.0,12822.3536,700.0,107069.6,52523.2448
6190,06-05-1996,123600,60,2060,1,monthly issuance,14-07-1995,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,30-06-1967,male,70,285387,0,2,8,5,7,89.9,10177,6.63,7.75,1.12,81,9878.0,10108,230.0,19986.0,0,None,49.0,14.6,47109.0,9121.30612244898,300.0,105255.7,39514.67755102041
6715,06-05-1996,220620,60,3677,1,monthly issuance,02-12-1994,70646,94,14,3,1,4,58.4,8547,2.65,3.64,0.9900000000000002,120,1563.0,1542,-21.0,3105.0,15-08-1943,female,20,70646,94,14,3,1,4,58.4,8547,2.65,3.64,0.9900000000000002,120,1563.0,1542,-21.0,3105.0,0,None,128.0,14.6,33096.0,6331.021875,1100.0,70272.7,36907.45625
5892,14-05-1996,66480,24,2770,-1,weekly issuance,27-12-1995,182027,17,49,12,2,7,56.4,8746,3.33,3.74,0.41000000000000014,90,4355.0,4433,78.0,8788.0,21-07-1935,male,73,182027,17,49,12,2,7,56.4,8746,3.33,3.74,0.41000000000000014,90,4355.0,4433,78.0,8788.0,0,None,10.0,20.0,49631.0,13609.12,900.0,77551.0,34798.28
6550,18-05-1996,320592,48,6679,1,monthly issuance,08-02-1995,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,09-11-1970,female,62,145688,22,41,13,2,5,40.7,8544,1.29,1.86,0.5700000000000001,109,2719.0,2906,187.0,5625.0,21-02-1996,classic,88.0,14.6,60108.0,13875.417045454546,500.0,117827.8,60781.306818181816
5706,24-05-1996,161496,36,4486,1,weekly issuance,30-08-1994,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,24-07-1971,male,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,0,None,130.0,8.0,64900.0,6844.426923076923,500.0,113865.5,33219.9
5148,29-05-1996,284280,60,4738,1,monthly issuance,15-11-1994,114006,71,26,6,2,9,62.3,9065,4.46,5.39,0.9299999999999997,123,4147.0,4166,19.0,8313.0,15-09-1958,female,37,114006,71,26,6,2,9,62.3,9065,4.46,5.39,0.9299999999999997,123,4147.0,4166,19.0,8313.0,0,None,94.0,14.6,56800.0,14790.5,300.0,109361.9,64182.641489361704
6734,30-05-1996,173016,36,4806,1,weekly issuance,17-07-1995,177686,69,27,10,1,9,74.8,10045,1.42,1.71,0.29000000000000004,135,6604.0,6295,-309.0,12899.0,23-02-1945,female,14,177686,69,27,10,1,9,74.8,10045,1.42,1.71,0.29000000000000004,135,6604.0,6295,-309.0,12899.0,0,None,94.0,30.0,62700.0,13519.828723404255,300.0,123928.2,61799.243617021275
6109,03-06-1996,368880,60,6148,1,monthly issuance,22-10-1994,125832,151,41,2,3,5,48.3,8512,3.51,4.12,0.6100000000000003,102,2247.0,2103,-144.0,4350.0,04-08-1974,male,66,125832,151,41,2,3,5,48.3,8512,3.51,4.12,0.6100000000000003,102,2247.0,2103,-144.0,4350.0,0,None,182.0,9.7,64500.0,11574.082967032968,1100.0,151062.3,60030.74340659341
6961,06-06-1996,176148,36,4893,1,monthly issuance,23-01-1996,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,20-11-1963,female,38,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,0,None,13.0,34.9,34881.0,17599.438461538462,1100.0,83783.4,47154.5
6810,08-06-1996,186384,48,3883,1,weekly issuance,02-09-1994,128118,9,16,6,3,8,85.3,9317,6.49,7.07,0.5800000000000001,97,6949.0,6872,-77.0,13821.0,29-01-1959,male,40,128118,9,16,6,3,8,85.3,9317,6.49,7.07,0.5800000000000001,97,6949.0,6872,-77.0,13821.0,0,None,190.0,30.0,60600.0,11952.684210526315,700.0,129557.3,61578.30157894737
5494,13-06-1996,360000,48,7500,1,issuance after transaction,13-11-1994,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,07-03-1973,female,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,136.0,0.3,73228.0,14897.402205882352,600.0,126072.0,51149.655147058824
5311,15-06-1996,30060,60,501,1,monthly issuance,03-09-1994,72541,66,26,10,0,8,36.9,8594,1.62,2.01,0.3899999999999997,112,1580.0,1525,-55.0,3105.0,06-09-1951,male,28,72541,66,26,10,0,8,36.9,8594,1.62,2.01,0.3899999999999997,112,1580.0,1525,-55.0,3105.0,01-01-1996,classic,186.0,14.6,29412.0,4858.978494623656,500.0,69382.9,37213.40752688172
5445,29-06-1996,46320,24,1930,1,monthly issuance,02-01-1995,133777,24,17,7,3,11,84.7,8705,5.75,7.61,1.8600000000000003,116,4650.0,4859,209.0,9509.0,14-02-1979,male,33,133777,24,17,7,3,11,84.7,8705,5.75,7.61,1.8600000000000003,116,4650.0,4859,209.0,9509.0,0,None,178.0,14.6,61600.0,8064.270224719101,900.0,119892.5,43657.81348314607
5301,06-07-1996,141948,36,3943,1,monthly issuance,14-03-1996,228848,15,40,18,2,6,57.2,9893,4.09,4.72,0.6299999999999999,96,5623.0,5887,264.0,11510.0,26-09-1950,female,68,228848,15,40,18,2,6,57.2,9893,4.09,4.72,0.6299999999999999,96,5623.0,5887,264.0,11510.0,0,None,10.0,49.6,28840.0,8963.98,800.0,63263.1,32592.68
7034,11-07-1996,19044,36,529,1,monthly issuance,28-05-1995,122603,25,21,6,2,8,80.0,8991,1.39,2.01,0.6199999999999999,128,5198.0,5273,75.0,10471.0,05-04-1974,female,24,122603,25,21,6,2,8,80.0,8991,1.39,2.01,0.6199999999999999,128,5198.0,5273,75.0,10471.0,0,None,69.0,14.2,24126.0,6600.440579710145,600.0,64981.1,43121.75507246377
6751,14-07-1996,85716,36,2381,1,monthly issuance,12-02-1996,74062,99,15,4,2,7,61.4,8114,2.38,2.62,0.2400000000000002,119,1003.0,1181,178.0,2184.0,03-05-1938,male,17,74062,99,15,4,2,7,61.4,8114,2.38,2.62,0.2400000000000002,119,1003.0,1181,178.0,2184.0,0,None,19.0,52.5,21430.0,7206.1578947368425,800.0,52782.7,31337.257894736842
6667,15-07-1996,155880,24,6495,1,monthly issuance,13-10-1994,114006,71,26,6,2,9,62.3,9065,4.46,5.39,0.9299999999999997,123,4147.0,4166,19.0,8313.0,30-10-1968,female,37,114006,71,26,6,2,9,62.3,9065,4.46,5.39,0.9299999999999997,123,4147.0,4166,19.0,8313.0,0,None,142.0,14.6,60700.0,12237.18309859155,1000.0,164648.6,63263.14718309859
6130,18-07-1996,32640,48,680,1,monthly issuance,24-03-1995,161854,73,21,6,1,6,76.3,9425,1.72,2.5,0.78,125,4085.0,3891,-194.0,7976.0,15-10-1942,male,43,161854,73,21,6,1,6,76.3,9425,1.72,2.5,0.78,125,4085.0,3891,-194.0,7976.0,0,None,107.0,14.6,20700.0,2772.759813084112,300.0,43206.0,25906.409345794393
5429,18-07-1996,20196,36,561,1,monthly issuance,11-02-1995,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,25-02-1971,male,1,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,0.14,167,85677.0,99107,13430.0,184784.0,0,None,96.0,14.6,35469.0,8501.322916666666,200.0,77158.8,52636.598958333336
5725,23-07-1996,444864,48,9268,1,monthly issuance,15-08-1995,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,29-03-1964,male,64,197099,29,41,10,2,10,74.7,9624,1.6,2.31,0.71,145,4484.0,4265,-219.0,8749.0,0,None,64.0,14.6,25862.0,6433.1765625,800.0,62903.5,32404.7734375
6019,25-07-1996,11400,12,950,1,monthly issuance,03-08-1995,387570,0,0,0,1,1,100.0,9897,1.6,1.96,0.3599999999999999,140,18721.0,18696,-25.0,37417.0,30-04-1980,female,54,387570,0,0,0,1,1,100.0,9897,1.6,1.96,0.3599999999999999,140,18721.0,18696,-25.0,37417.0,0,None,77.0,14.6,10734.0,2434.244155844156,300.0,39514.1,27533.663636363635
6421,25-07-1996,96768,36,2688,1,monthly issuance,27-07-1995,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,06-01-1968,female,38,85852,41,23,4,2,4,59.8,8965,7.08,8.23,1.1500000000000004,104,2653.0,2822,169.0,5475.0,0,None,66.0,13.4,64100.0,13244.225757575758,900.0,117830.9,51611.34242424242
6992,27-07-1996,133968,48,2791,1,monthly issuance,09-11-1995,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,30-05-1943,male,52,139012,59,41,8,3,10,61.9,8363,2.52,3.49,0.9700000000000002,108,2564.0,2799,235.0,5363.0,31-05-1996,classic,79.0,14.6,60800.0,9939.87341772152,200.0,117458.5,46772.315189873414
5136,28-07-1996,187104,24,7796,1,monthly issuance,09-03-1996,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,10-05-1977,female,72,226122,32,50,7,4,4,62.6,8994,3.8,4.79,0.9900000000000002,110,9672.0,9208,-464.0,18880.0,0,None,25.0,2.5,49500.0,19621.448,300.0,137193.5,66292.372
